Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product,Category,Quantity,Price,Payment_Method,Total_Sales,Profit,Discount,Sub_Category
1107,2023-04-18,164,Ali,Karachi,Mobile,Accessories,3,40111,Card,120333,28700.20101683096,4,Budget Phone
1108,2023-04-19,188,Ayesha,Faisalabad,Headphones,Electronics,3,73936,Card,221808,28144.55743675134,7,Wireless
1109,2023-04-20,170,Ayesha,Karachi,Tablet,Accessories,3,32614,Cash,97842,15642.892631492408,6,iPad
1110,2023-04-21,108,Usman,Karachi,Laptop,Accessories,4,51991,Card,207964,35716.38310556475,13,Ultrabook
1111,2023-04-22,187,Ali,Karachi,Tablet,Accessories,3,80476,Card,241428,62985.5332351295,2,iPad
1112,2023-04-23,100,Sara,Lahore,Mobile,Accessories,1,70920,Cash,70920,11045.930030328022,17,Android Phone
1113,2023-04-24,107,Ayesha,Islamabad,Laptop,Accessories,4,73530,Cash,294120,41806.50879452436,15,Ultrabook
1114,2023-04-25,187,Ali,Karachi,Mobile,Electronics,3,46224,Online,138672,40421.446339210175,18,Android Phone
1115,2023-04-26,162,Ayesha,Lahore,Mobile,Electronics,1,17788,Card,17788,1810.332023119677,18,iPhone
1116,2023-04-27,110,Ayesha,Karachi,Tablet,Accessories,4,38082,Cash,152328,45632.01106086488,17,Android Tablet
1117,2023-04-28,180,Sara,Karachi,Mobile,Accessories,3,99570,Online,298710,70305.65803633853,19,Budget Phone
1118,2023-04-29,107,Ahmed,Lahore,Tablet,Electronics,3,86816,Online,260448,69199.43442058473,15,Kids Tablet
1119,2023-04-30,134,Usman,Islamabad,Laptop,Electronics,3,93588,Card,280764,44620.10403914852,7,Business Laptop
1120,2023-05-01,134,Usman,Islamabad,Tablet,Electronics,4,26531,Card,106124,10916.238905427816,0,Android Tablet
1121,2023-05-02,132,Sara,Faisalabad,Laptop,Electronics,1,98340,Online,98340,24346.41769106817,16,Ultrabook
1122,2023-05-03,104,Ayesha,Lahore,Tablet,Accessories,1,54857,Cash,54857,14637.434031533214,11,iPad
1123,2023-05-04,140,Ali,Faisalabad,Headphones,Accessories,2,20142,Online,40284,9994.268099923112,10,Noise Cancelling
1124,2023-05-05,127,Ayesha,Faisalabad,Headphones,Electronics,3,58355,Card,175065,22508.11710926426,4,Noise Cancelling
1125,2023-05-06,106,Sara,Faisalabad,Mobile,Accessories,2,19866,Cash,39732,9960.239641422775,11,Android Phone
1126,2023-05-07,172,Usman,Islamabad,Tablet,Electronics,2,80067,Cash,160134,40639.536158004994,16,Kids Tablet
1127,2023-05-08,171,Ayesha,Lahore,Tablet,Accessories,1,74027,Online,74027,17152.65575070143,5,Android Tablet
1128,2023-05-09,111,Usman,Faisalabad,Laptop,Electronics,4,67906,Card,271624,68781.49482593367,0,Ultrabook
1129,2023-05-10,133,Ali,Lahore,Mobile,Accessories,4,38138,Online,152552,41064.60149314347,4,iPhone
1130,2023-05-11,132,Usman,Lahore,Tablet,Electronics,1,39956,Online,39956,8899.033197694378,13,Kids Tablet
1131,2023-05-12,147,Usman,Islamabad,Mobile,Electronics,4,86295,Online,345180,40634.91503361076,4,Android Phone
1132,2023-05-13,122,Ahmed,Faisalabad,Headphones,Accessories,2,15439,Cash,30878,6099.194301380828,0,Wireless
1133,2023-05-14,161,Ahmed,Faisalabad,Tablet,Electronics,3,57241,Cash,171723,19839.135339562406,17,iPad
1134,2023-05-15,187,Ahmed,Lahore,Tablet,Accessories,1,52533,Card,52533,9535.191609845338,15,Kids Tablet
1135,2023-05-16,136,Usman,Karachi,Mobile,Accessories,3,38270,Card,114810,20828.97920330266,8,Budget Phone
1136,2023-05-17,198,Sara,Islamabad,Tablet,Electronics,4,88815,Online,355260,40216.13144585245,18,iPad
1137,2023-05-18,143,Usman,Islamabad,Mobile,Accessories,3,49279,Online,147837,25097.416256089185,4,Budget Phone
1138,2023-05-19,185,Sara,Islamabad,Tablet,Accessories,4,33888,Online,135552,16564.40285747206,1,Kids Tablet
1139,2023-05-20,190,Sara,Islamabad,Laptop,Accessories,4,27630,Card,110520,28917.231082043843,14,Gaming Laptop
1140,2023-05-21,134,Ahmed,Faisalabad,Mobile,Accessories,2,71063,Cash,142126,41150.82167564528,6,Budget Phone
1141,2023-05-22,164,Ayesha,Faisalabad,Tablet,Accessories,4,45144,Cash,180576,20669.323967235505,3,Kids Tablet
1142,2023-05-23,198,Ali,Karachi,Headphones,Electronics,2,62161,Online,124322,36180.566560183775,0,Wired
1143,2023-05-24,146,Ahmed,Islamabad,Tablet,Accessories,2,87360,Online,174720,35732.91668722322,12,iPad
1144,2023-05-25,177,Ahmed,Islamabad,Headphones,Accessories,2,60979,Online,121958,19502.68619037971,19,Wireless
1145,2023-05-26,102,Ayesha,Lahore,Headphones,Accessories,1,16979,Online,16979,1958.9082352227963,6,Noise Cancelling
1146,2023-05-27,100,Ali,Faisalabad,Laptop,Accessories,1,36189,Card,36189,7242.31832744007,14,Ultrabook
1147,2023-05-28,104,Usman,Islamabad,Mobile,Accessories,4,52600,Cash,210400,54473.2141121707,13,Budget Phone
1148,2023-05-29,189,Usman,Karachi,Tablet,Electronics,2,69560,Online,139120,33585.97414346861,18,Android Tablet
1149,2023-05-30,113,Ahmed,Karachi,Laptop,Accessories,1,88040,Card,88040,9688.37960985765,19,Gaming Laptop
1150,2023-05-31,126,Ali,Faisalabad,Tablet,Electronics,2,71558,Online,143116,16398.28381410258,17,iPad
1151,2023-06-01,108,Ahmed,Karachi,Headphones,Electronics,3,96205,Online,288615,52116.55449340372,9,Wireless
1152,2023-06-02,178,Sara,Karachi,Mobile,Electronics,3,16910,Cash,50730,8069.017352610433,8,Budget Phone
1153,2023-06-03,114,Ahmed,Faisalabad,Tablet,Electronics,3,67713,Online,203139,29755.1638002565,7,Kids Tablet
1154,2023-06-04,189,Ahmed,Islamabad,Tablet,Accessories,4,56857,Cash,227428,35524.45823556218,9,Android Tablet
1155,2023-06-05,141,Usman,Islamabad,Headphones,Electronics,2,44964,Cash,89928,23443.919227840448,16,Noise Cancelling
1156,2023-06-06,176,Usman,Karachi,Tablet,Electronics,3,95667,Cash,287001,82037.97612407914,1,Kids Tablet
1157,2023-06-07,150,Usman,Karachi,Tablet,Accessories,1,35227,Card,35227,6376.810524024517,5,Android Tablet
1158,2023-06-08,162,Sara,Islamabad,Headphones,Accessories,3,15978,Card,47934,13480.10495524382,4,Wireless
1159,2023-06-09,195,Usman,Faisalabad,Laptop,Accessories,3,97527,Cash,292581,48070.806753361314,8,Ultrabook
1160,2023-06-10,151,Ali,Karachi,Headphones,Electronics,3,27153,Online,81459,15907.916094115784,4,Noise Cancelling
1161,2023-06-11,195,Ayesha,Lahore,Laptop,Accessories,4,69765,Cash,279060,40521.13042610658,17,Ultrabook
1162,2023-06-12,103,Ali,Faisalabad,Mobile,Accessories,1,49071,Online,49071,11192.859973122168,19,iPhone
1163,2023-06-13,193,Ali,Karachi,Laptop,Electronics,2,79519,Cash,159038,47042.83971903425,8,Business Laptop
1164,2023-06-14,122,Usman,Karachi,Laptop,Accessories,1,19503,Online,19503,4304.285170426802,16,Business Laptop
1165,2023-06-15,114,Ayesha,Lahore,Mobile,Accessories,2,70703,Card,141406,24260.011675632097,16,Android Phone
1166,2023-06-16,142,Ayesha,Lahore,Laptop,Accessories,4,74379,Online,297516,68298.81105226361,11,Business Laptop
1167,2023-06-17,128,Ayesha,Islamabad,Headphones,Accessories,4,67866,Cash,271464,33820.107811785594,6,Wireless
1168,2023-06-18,135,Sara,Faisalabad,Laptop,Electronics,4,26905,Card,107620,29889.49804363244,2,Gaming Laptop
1169,2023-06-19,112,Usman,Faisalabad,Mobile,Accessories,4,55838,Online,223352,44808.1613149156,9,iPhone
1170,2023-06-20,131,Ayesha,Islamabad,Headphones,Accessories,2,68279,Online,136558,25928.26041468989,1,Wired
1171,2023-06-21,170,Sara,Faisalabad,Mobile,Electronics,3,99489,Online,298467,64818.9611630713,2,iPhone
1172,2023-06-22,158,Ahmed,Faisalabad,Mobile,Accessories,2,36806,Online,73612,16559.5179415307,15,Budget Phone
1173,2023-06-23,185,Ahmed,Faisalabad,Tablet,Electronics,1,55000,Online,55000,6289.533868491643,1,iPad
1174,2023-06-24,127,Sara,Faisalabad,Tablet,Accessories,4,32168,Card,128672,30433.944617851525,9,Kids Tablet
1175,2023-06-25,165,Sara,Faisalabad,Mobile,Electronics,4,80119,Card,320476,47554.25943615993,5,Android Phone
1176,2023-06-26,141,Usman,Lahore,Mobile,Electronics,1,48714,Card,48714,11827.297707985204,10,Budget Phone
1177,2023-06-27,144,Usman,Faisalabad,Mobile,Electronics,2,64093,Card,128186,33906.089030586525,6,iPhone
1178,2023-06-28,161,Ahmed,Lahore,Tablet,Electronics,3,65419,Cash,196257,51182.196963346985,14,Android Tablet
1179,2023-06-29,156,Ayesha,Faisalabad,Tablet,Accessories,3,59145,Card,177435,37350.10183040376,5,Android Tablet
1180,2023-06-30,105,Ahmed,Islamabad,Laptop,Electronics,1,87425,Online,87425,17837.670567053483,19,Gaming Laptop
1181,2023-07-01,127,Ayesha,Karachi,Laptop,Accessories,3,87811,Online,263433,33870.948624705044,8,Ultrabook
1182,2023-07-02,127,Ayesha,Lahore,Mobile,Electronics,2,12461,Card,24922,6356.835352069388,19,iPhone
1183,2023-07-03,143,Usman,Faisalabad,Headphones,Electronics,2,24291,Online,48582,7495.322104172455,11,Wireless
1184,2023-07-04,183,Ali,Islamabad,Headphones,Electronics,1,56804,Card,56804,11323.257359550124,18,Wireless
1185,2023-07-05,129,Ali,Karachi,Tablet,Accessories,2,86971,Online,173942,27283.640854399622,19,Android Tablet
1186,2023-07-06,161,Sara,Lahore,Tablet,Electronics,4,74946,Cash,299784,38002.3203947,2,Kids Tablet
1187,2023-07-07,174,Usman,Karachi,Tablet,Accessories,1,94080,Cash,94080,21253.757624714915,14,Kids Tablet
1188,2023-07-08,191,Ayesha,Islamabad,Mobile,Accessories,2,71332,Card,142664,15816.645083194951,1,iPhone
1189,2023-07-09,188,Ali,Lahore,Headphones,Accessories,1,87794,Card,87794,21924.71193697512,1,Noise Cancelling
1190,2023-07-10,161,Ayesha,Karachi,Laptop,Accessories,3,40841,Card,122523,20034.63738315556,2,Gaming Laptop
1191,2023-07-11,196,Ali,Faisalabad,Mobile,Accessories,2,58758,Online,117516,11754.76571662302,5,iPhone
1192,2023-07-12,100,Ali,Lahore,Laptop,Accessories,4,86272,Card,345088,69785.70648021944,14,Gaming Laptop
1193,2023-07-13,126,Ali,Karachi,Laptop,Accessories,2,47643,Cash,95286,10421.46619119224,9,Gaming Laptop
1194,2023-07-14,161,Usman,Islamabad,Mobile,Accessories,1,60408,Online,60408,9377.37012976898,8,Budget Phone
1195,2023-07-15,176,Ahmed,Islamabad,Laptop,Accessories,1,53950,Card,53950,13023.276299647176,0,Business Laptop
1196,2023-07-16,102,Ayesha,Lahore,Headphones,Electronics,2,66849,Online,133698,15046.095406320046,15,Noise Cancelling
1197,2023-07-17,169,Usman,Karachi,Laptop,Electronics,4,38044,Online,152176,40763.0348825534,5,Ultrabook
1198,2023-07-18,171,Usman,Lahore,Headphones,Electronics,4,25997,Card,103988,10478.24522348415,8,Wired
1199,2023-07-19,126,Usman,Lahore,Headphones,Electronics,4,89751,Online,359004,53622.55126779194,3,Wireless
1200,2023-07-20,108,Usman,Karachi,Headphones,Electronics,1,33911,Cash,33911,8416.05948963458,1,Wireless
1201,2023-07-21,161,Usman,Karachi,Tablet,Accessories,2,65533,Cash,131066,21397.052688884265,3,iPad
1202,2023-07-22,136,Sara,Faisalabad,Laptop,Accessories,3,92566,Online,277698,33428.86247623117,0,Gaming Laptop
1203,2023-07-23,196,Ayesha,Karachi,Mobile,Accessories,1,24571,Card,24571,4227.361523769063,18,iPhone
1204,2023-07-24,150,Usman,Islamabad,Mobile,Accessories,4,67941,Online,271764,41873.032216200845,9,iPhone
1205,2023-07-25,143,Ayesha,Lahore,Laptop,Accessories,2,68005,Cash,136010,36524.44916257141,14,Ultrabook
1206,2023-07-26,123,Sara,Lahore,Tablet,Accessories,4,96250,Online,385000,62627.78965405602,18,iPad
1207,2023-07-27,178,Sara,Islamabad,Tablet,Accessories,3,68712,Online,206136,53139.0768004038,15,Kids Tablet
1208,2023-07-28,158,Ayesha,Karachi,Headphones,Electronics,4,53541,Cash,214164,59617.78120424924,3,Wireless
1209,2023-07-29,131,Ali,Islamabad,Laptop,Electronics,4,33387,Online,133548,24941.889749921276,1,Gaming Laptop
1210,2023-07-30,195,Ahmed,Islamabad,Laptop,Electronics,3,58908,Online,176724,49834.15843090471,12,Gaming Laptop
1211,2023-07-31,187,Ali,Faisalabad,Mobile,Electronics,2,95457,Card,190914,33498.4597908658,0,Android Phone
1212,2023-08-01,151,Ali,Islamabad,Laptop,Accessories,1,23057,Card,23057,6751.451209802485,16,Ultrabook
1213,2023-08-02,161,Ali,Lahore,Tablet,Accessories,2,74028,Cash,148056,17449.569968631647,12,Android Tablet
1214,2023-08-03,157,Usman,Islamabad,Laptop,Accessories,3,65731,Cash,197193,46814.37804391479,3,Business Laptop
1215,2023-08-04,151,Sara,Lahore,Mobile,Electronics,4,34858,Cash,139432,27713.895857798096,6,iPhone
1216,2023-08-05,111,Ali,Lahore,Headphones,Accessories,2,58689,Card,117378,20838.08829735459,16,Wired
1217,2023-08-06,138,Sara,Lahore,Mobile,Accessories,1,54638,Cash,54638,12377.82232621321,8,Budget Phone
1218,2023-08-07,101,Ayesha,Karachi,Mobile,Accessories,3,56486,Cash,169458,40800.6430068341,3,Android Phone
1219,2023-08-08,102,Ahmed,Faisalabad,Headphones,Electronics,2,30567,Cash,61134,6166.7488253604,18,Wireless
1220,2023-08-09,155,Ayesha,Lahore,Mobile,Accessories,1,39739,Card,39739,5300.8097587449865,0,Android Phone
1221,2023-08-10,180,Ayesha,Lahore,Mobile,Electronics,3,67804,Online,203412,49349.6246503256,9,Budget Phone
1222,2023-08-11,158,Usman,Karachi,Laptop,Electronics,1,13754,Cash,13754,3208.49299567093,3,Business Laptop
1223,2023-08-12,101,Ahmed,Lahore,Laptop,Electronics,3,37044,Online,111132,32584.958267992028,8,Business Laptop
1224,2023-08-13,101,Ayesha,Islamabad,Headphones,Electronics,4,77260,Cash,309040,77942.2237398204,12,Wireless
1225,2023-08-14,191,Ayesha,Islamabad,Laptop,Accessories,2,76912,Online,153824,44632.73219881307,13,Business Laptop
1226,2023-08-15,153,Ahmed,Faisalabad,Laptop,Electronics,1,18706,Card,18706,4498.94452434202,9,Business Laptop
1227,2023-08-16,186,Ahmed,Lahore,Mobile,Electronics,3,18894,Card,56682,9047.039058020184,5,Budget Phone
1228,2023-08-17,195,Ayesha,Karachi,Tablet,Accessories,1,28037,Cash,28037,3394.523265029453,15,Kids Tablet
